Age,GP,MP,PTS_per_GP,TRB_per_GP,AST_per_GP,STL_per_GP,BLK_per_GP,FG%,3P%,FT%,PER,TS%,USG%,WS,VORP,BPM,Position_Clean
25,5,5.6,0.2,0.16,0.2,0.0,0.08,0.167,0.2,1.0,9.0,0.363,11.8,0.0,0.0,-0.9,SG
35,42,8.5,0.10476190476190476,0.05952380952380952,0.007142857142857143,0.002380952380952381,0.014285714285714285,0.64,0.4,0.585,17.2,0.65,22.8,0.6,-0.1,-3.7,C
35,46,22.7,0.15,0.0608695652173913,0.07173913043478261,0.015217391304347825,0.002173913043478261,0.435,0.409,0.857,10.7,0.616,12.6,2.3,0.3,-0.7,SF
27,68,30.2,0.23970588235294119,0.09705882352941175,0.04411764705882353,0.011764705882352941,0.011764705882352941,0.564,0.347,0.608,19.5,0.617,21.1,6.8,2.1,2.1,PF
28,77,35.5,0.32597402597402597,0.12987012987012986,0.053246753246753244,0.007792207792207792,0.003896103896103896,0.459,0.343,0.757,20.3,0.581,29.5,8.1,3.9,3.7,PF
28,20,8.6,0.065,0.04,0.06,0.015,0.0,0.243,0.348,0.769,2.7,0.351,11.1,-0.2,-0.3,-8.8,PG
23,74,28.3,0.15,0.03783783783783783,0.016216216216216217,0.005405405405405406,0.0013513513513513514,0.497,0.424,0.852,11.5,0.657,14.1,3.8,0.2,-1.5,SF
23,77,27.6,0.17922077922077922,0.06103896103896104,0.01948051948051948,0.011688311688311689,0.0025974025974025974,0.422,0.361,0.861,14.6,0.564,20.2,3.9,0.9,-0.3,SF
28,71,37.4,0.3408450704225352,0.10985915492957746,0.08169014084507042,0.01267605633802817,0.007042253521126761,0.48,0.324,0.774,20.3,0.565,27.2,7.8,3.4,3.1,PF
24,47,12.9,0.06170212765957447,0.027659574468085108,0.02553191489361702,0.006382978723404255,0.002127659574468085,0.364,0.254,0.667,5.2,0.461,13.1,-0.1,-0.7,-6.7,SG
27,31,21.8,0.29354838709677417,0.12258064516129032,0.08709677419354839,0.02258064516129032,0.0064516129032258064,0.48,0.283,0.725,12.2,0.546,18.8,0.7,-0.3,-3.5,SF
27,74,16.9,0.1027027027027027,0.0554054054054054,0.012162162162162163,0.005405405405405406,0.005405405405405406,0.458,0.363,0.815,14.2,0.607,18.1,2.6,0.3,-1.0,PF
27,70,13.8,0.10142857142857142,0.022857142857142857,0.018571428571428572,0.005714285714285714,0.0014285714285714286,0.424,0.354,0.854,11.1,0.53,23.7,0.2,-0.4,-3.5,SG
20,48,14.8,0.18333333333333335,0.03958333333333333,0.029166666666666664,0.008333333333333333,0.0020833333333333333,0.438,0.404,0.823,14.6,0.571,26.4,0.7,0.0,-2.3,SG
27,41,11.6,0.08536585365853659,0.07317073170731707,0.00975609756097561,0.004878048780487805,0.012195121951219513,0.64,0.588,0.759,12.9,0.719,10.7,1.2,0.0,-1.7,C
23,4,6.3,0.95,0.375,0.075,0.0,0.075,0.417,0.3,1.0,18.3,0.582,21.4,0.1,0.0,3.5,SF
23,73,19.1,0.13013698630136986,0.03287671232876712,0.01643835616438356,0.00958904109589041,0.0013698630136986301,0.441,0.409,0.82,14.5,0.626,17.7,3.8,1.0,0.9,SG
34,37,8.1,0.08108108108108109,0.03783783783783783,0.013513513513513514,0.002702702702702703,0.005405405405405406,0.64,0.5,0.778,11.6,0.675,16.1,0.6,-0.1,-3.0,C
29,52,13.5,0.057692307692307696,0.04615384615384615,0.025,0.005769230769230769,0.0038461538461538464,0.448,0.186,0.792,7.2,0.505,11.3,0.5,-0.3,-3.8,SF
22,80,29.8,0.1525,0.057499999999999996,0.015,0.01,0.00625,0.453,0.411,0.765,12.3,0.597,15.8,4.3,0.8,-0.6,SF
28,17,11.5,0.12352941176470589,0.15882352941176472,0.03529411764705882,0.052941176470588235,0.03529411764705882,0.361,0.5,0.667,7.9,0.424,12.0,0.0,-0.1,-3.8,C
34,54,14.7,0.08148148148148149,0.05740740740740741,0.025925925925925925,0.018518518518518517,0.001851851851851852,0.545,0.176,0.692,14.1,0.573,13.5,1.8,0.4,0.1,PF
24,52,15.6,0.06538461538461539,0.09038461538461538,0.009615384615384616,0.005769230769230769,0.009615384615384616,0.776,0.0,0.75,13.8,0.78,7.4,2.6,0.3,-0.5,C
29,66,30.4,0.12575757575757576,0.07272727272727272,0.022727272727272728,0.012121212121212121,0.007575757575757576,0.391,0.337,0.763,9.2,0.523,13.2,2.1,0.0,-2.0,PF
22,64,11.9,0.0546875,0.0125,0.0171875,0.009375,0.0015625,0.358,0.299,0.667,8.4,0.475,14.6,0.7,-0.1,-2.3,PG
24,75,29.4,0.20266666666666666,0.044,0.03866666666666667,0.014666666666666668,0.004,0.485,0.402,0.725,15.2,0.617,19.9,4.9,1.7,1.0,SG
23,68,18.4,0.16911764705882354,0.07205882352941177,0.016176470588235296,0.008823529411764706,0.011764705882352941,0.537,0.346,0.677,18.5,0.617,24.8,3.0,1.0,1.0,C
24,79,25.9,0.10253164556962024,0.05822784810126582,0.021518987341772152,0.006329113924050633,0.005063291139240506,0.454,0.395,0.77,10.3,0.605,13.1,4.4,0.5,-1.1,PF
25,76,28.6,0.14210526315789473,0.13026315789473686,0.013157894736842105,0.005263157894736842,0.017105263157894738,0.634,0.0,0.697,16.7,0.661,14.8,6.7,0.6,-0.9,C
24,1,41.0,3.0,4.0,7.0,3.0,0.0,0.333,0.333,0.769,7.3,0.5,5.1,0.1,0.0,-6.1,PG
26,42,26.3,0.16428571428571428,0.15,0.14523809523809522,0.030952380952380953,0.014285714285714285,0.566,0.0,0.439,13.4,0.559,14.3,2.2,0.7,0.4,PG
23,38,12.0,0.11578947368421054,0.09473684210526316,0.02631578947368421,0.010526315789473684,0.018421052631578946,0.552,0.231,0.548,17.1,0.582,15.4,1.3,0.3,0.3,C
25,67,35.6,0.25074626865671645,0.07462686567164178,0.029850746268656716,0.02835820895522388,0.01044776119402985,0.476,0.387,0.838,14.6,0.586,19.5,4.7,1.5,0.4,SF
31,63,21.1,0.13174603174603175,0.03809523809523809,0.023809523809523808,0.009523809523809523,0.0031746031746031746,0.43,0.368,0.794,10.2,0.544,16.8,1.6,0.0,-2.1,SG
22,60,33.6,0.3383333333333333,0.04833333333333333,0.058333333333333334,0.013333333333333334,0.0016666666666666668,0.481,0.434,0.845,17.0,0.605,24.1,5.4,1.3,0.6,SG
26,80,28.4,0.14375,0.04,0.026250000000000002,0.00625,0.0025,0.41,0.35,0.876,10.8,0.557,17.6,3.4,0.2,-1.7,SF
23,9,12.7,0.4444444444444444,0.37777777777777777,0.044444444444444446,0.011111111111111112,0.06666666666666667,0.5,0.125,0.714,11.5,0.544,13.6,0.2,-0.1,-4.9,C
32,48,16.2,0.125,0.07291666666666667,0.024999999999999998,0.016666666666666666,0.014583333333333332,0.445,0.397,0.75,14.2,0.584,15.6,1.9,0.7,1.7,PF
